imdb_id,title,language,country,adult,genres,budget,revenue,release_date,runtime,popularity,avg_rating,people_rated
tt26744289,Infested,fr,['FR'],False,"[{'id': 27, 'name': 'Horror'}]",0,2110014,2023-12-27,106,678.79,7.123,150
tt13434866,Spitfire Over Berlin,en,['US'],False,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",0,0,2022-05-13,80,667.795,4.133,15
tt10720352,Arthur the King,en,['US'],False,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",19000000,31649885,2024-03-15,107,651.969,6.886,92
tt11057302,Madame Web,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",80000000,100298817,2024-02-14,116,636.241,5.609,1201
tt3359350,Road House,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",85000000,0,2024-03-08,121,625.791,7.016,1650
tt15398776,Oppenheimer,en,['US'],False,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",100000000,952000000,2023-07-19,181,616.637,8.111,7870
tt6495056,Migration,en,['US'],False,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",72000000,297404638,2023-12-06,83,607.748,7.49,1275
tt13818368,Fighter,hi,['IN'],False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",30069500,43160558,2024-01-24,167,605.327,5.302,58
tt6495056,Migration,en,['US'],False,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",72000000,297404638,2023-12-06,83,607.748,7.49,1275
tt19637052,Love Lies Bleeding,en,['US'],False,"[{'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",0,8770948,2024-03-08,104,576.84,6.833,123
tt20168564,Alienoid,ko,['KR'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",24500000,12600000,2022-07-20,142,570.84,6.798,307
,Return of Special Forces 5,zh,['CN'],False,"[{'id': 28, 'name': 'Action'}]",0,0,2021-07-10,97,546.09,6.0,1
tt17279496,Civil War,en,['GB'],False,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",50000000,72245095,2024-04-10,109,541.412,7.4,567
tt30150907,Justice League: Crisis on Infinite Earths Part Two,en,['US'],False,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",0,0,2024-04-22,94,534.998,6.396,53
tt1160419,Dune,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",165000000,407573628,2021-09-15,155,533.044,7.784,11490
tt5433140,Fast X,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",340000000,704709660,2023-05-17,142,523.543,7.127,5115
tt11540468,Breathe,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0,0,2024-04-04,93,516.124,5.0,61
tt27487473,The Wages of Fear,fr,['FR'],False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",0,0,2024-03-28,107,442.777,5.733,212
tt22868094,The Night They Came Home,en,['US'],False,"[{'id': 37, 'name': 'Western'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",0,0,2024-01-12,105,476.673,5.5,13
tt1877830,The Batman,en,['US'],False,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",185000000,771000000,2022-03-01,177,474.427,7.684,9508
tt32063728,Sayen: The Huntress,es,['ES'],False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",0,0,2024-04-26,88,447.712,6.471,17
tt1289401,Ghostbusters,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",144000000,229147509,2016-07-14,117,443.698,5.359,6191
tt0076759,Star Wars,en,['US'],False,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11000000,775398007,1977-05-25,121,438.551,8.2,19948
,Monster's Battlefield,zh,['CN'],False,"[{'id': 878, 'name': 'Science Fiction'}]",0,0,2021-12-27,0,434.512,3.0,1
tt1517268,Barbie,en,['US'],False,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",145000000,1445638421,2023-07-19,114,454.815,7.07,8152
tt7286456,Joker,en,['US'],False,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",55000000,1078958629,2019-10-01,122,412.589,8.162,24514
tt1431045,Deadpool,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",58000000,782837347,2016-02-09,108,423.367,7.612,29820
tt3501632,Thor: Ragnarok,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",180000000,855301806,2017-10-02,131,416.581,7.592,20170
tt7286456,Joker,en,['US'],False,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",55000000,1078958629,2019-10-01,122,412.589,8.162,24514
tt6723592,Tenet,en,"['US', 'GB']",False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",205000000,365304105,2020-08-22,150,409.092,7.183,9352
tt0133093,The Matrix,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",63000000,463517383,1999-03-31,136,408.888,8.214,24826
tt3315342,Logan,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",97000000,619021436,2017-02-28,137,408.798,7.817,18653
tt1228705,Iron Man 2,en,['US'],False,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",200000000,623933331,2010-04-28,124,408.559,6.839,20406
tt0078748,Alien,en,"['GB', 'US']",False,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",11000000,104931801,1979-05-25,117,405.307,8.152,13896
tt12330400,Outsource,en,['AE'],False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",0,0,2022-01-18,102,401.813,2.3,11
tt4154664,Captain Marvel,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",152000000,1131416446,2019-03-06,124,401.409,6.824,15236
tt29195117,Justice League: Crisis on Infinite Earths Part One,en,['US'],False,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",70000000,0,2024-01-08,93,401.148,7.644,195
tt0439572,The Flash,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",220000000,271333313,2023-06-13,144,399.718,6.7,3854
tt0451279,Wonder Woman,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",149000000,823970682,2017-05-30,141,397.529,7.228,19485
tt14966898,Late Night with the Devil,en,['US'],False,"[{'id': 27, 'name': 'Horror'}]",2000000,11006672,2024-03-19,93,394.054,7.379,277
tt16426418,Challengers,en,['US'],False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",55000000,26936634,2024-04-18,132,392.576,7.463,322
tt20221690,Woody Woodpecker Goes to Camp,en,['US'],False,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",0,0,2024-04-12,101,391.439,6.854,113
tt10676048,The Marvels,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",274800000,207089999,2023-11-08,105,390.533,6.2,2248
tt19864802,Land of Bad,en,['AU'],False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",18000000,6461949,2024-01-25,113,384.599,7.255,686
tt6166392,Wonka,en,['GB'],False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",125000000,632302312,2023-12-06,117,384.515,7.188,2921
tt1375666,Inception,en,"['US', 'GB']",False,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",160000000,825532764,2010-07-15,148,384.289,8.368,35656
tt1825683,Black Panther,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",200000000,1349926083,2018-02-13,135,383.27,7.385,21630
tt2737304,Bird Box,en,['US'],False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",19800000,0,2018-12-13,124,382.621,6.844,9567
tt0295701,xXx,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",70000000,277500000,2002-08-09,124,378.416,5.932,4028
tt13560574,X,en,['US'],False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1000000,14740889,2022-03-17,106,376.679,6.729,2745
tt6565702,Dark Phoenix,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",200000000,252442974,2019-06-05,114,373.049,5.976,6230
tt8097030,Turning Red,en,['US'],False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",175000000,21328962,2022-03-10,100,372.639,7.389,4923
tt0062622,2001: A Space Odyssey,en,"['US', 'GB']",False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",12000000,71923560,1968-04-02,149,372.172,8.077,11063
tt0816692,Interstellar,en,['US'],False,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",165000000,701729206,2014-11-05,169,365.667,8.434,34241
tt0086250,Scarface,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",25000000,66023329,1983-12-09,169,360.197,8.168,11324
tt0075148,Rocky,en,['US'],False,"[{'id': 18, 'name': 'Drama'}]",1000000,225300000,1976-11-21,120,359.908,7.787,7512
tt0110912,Pulp Fiction,en,['US'],False,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8500000,213900000,1994-09-10,154,359.534,8.489,27028
tt1684562,The Fall Guy,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",125000000,8406000,2024-04-24,126,358.15,7.53,150
tt2379713,Spectre,en,"['US', 'GB']",False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",245000000,880674609,2015-10-26,148,357.872,6.541,10209
tt0246578,Donnie Darko,en,['US'],False,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",4500000,7500000,2001-01-19,114,352.524,7.779,11990
tt13452446,Damsel,en,['US'],False,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",60000000,5000,2024-03-07,110,350.342,7.134,1725
tt12774526,After the Pandemic,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",0,0,2022-03-01,84,349.723,4.8,57
tt7737528,Kate,en,['US'],False,"[{'id': 28, 'name': 'Action'}]",0,0,2021-09-10,106,344.838,6.637,1415
tt0379786,Serenity,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",39000000,38869464,2005-09-25,119,344.012,7.379,3344
tt0093773,Predator,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",15000000,98267558,1987-06-12,107,342.853,7.523,7689
tt2543164,Arrival,en,['US'],False,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",47000000,203388186,2016-11-10,116,340.11,7.601,17218
tt0100157,Misery,en,['US'],False,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",20000000,61300000,1990-11-30,107,339.004,7.756,4421
tt6966692,Green Book,en,['US'],False,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",23000000,319700000,2018-11-16,130,338.325,8.244,11145
tt0078346,Superman,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",55000000,300500000,1978-12-14,143,335.466,7.134,3641
tt0093870,RoboCop,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",13000000,53424681,1987-07-17,102,331.455,7.314,4868
tt2316204,Alien: Covenant,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",97000000,240891763,2017-05-09,122,331.423,6.1,8170
tt0075314,Taxi Driver,en,['US'],False,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1900000,28600000,1976-02-09,114,331.25,8.152,11747
tt1454468,Gravity,en,"['US', 'GB']",False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",105000000,723192705,2013-10-03,91,331.119,7.164,14904
tt5108870,Morbius,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",75000000,167635712,2022-03-30,105,330.562,6.046,4063
tt10640346,Babylon,en,['US'],False,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",78000000,63363579,2022-12-22,189,328.69,7.4,2774
tt4972582,Split,en,['US'],False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9000000,278454358,2017-01-19,117,325.867,7.342,16850
tt12221748,Becoming,en,['US'],False,"[{'id': 99, 'name': 'Documentary'}]",0,0,2020-05-06,89,325.548,7.4,146
tt0114369,Se7en,en,['US'],False,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",33000000,327311859,1995-09-22,127,325.528,8.373,20290
tt2103281,Dawn of the Planet of the Apes,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",170000000,710600000,2014-07-08,130,324.983,7.3,10758
tt0113492,Judge Dredd,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}]",90000000,113493481,1995-06-30,96,324.312,5.8,2298
tt6979756,Creation of the Gods I: Kingdom of Storms,zh,['CN'],False,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10752, 'name': 'War'}]",85000000,372945000,2023-07-20,148,321.632,7.119,243
tt0118880,Con Air,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",75000000,224012234,1997-06-05,116,321.167,6.747,3973
tt14980972,Hard Hit,ko,['KR'],False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,0,2021-06-23,94,320.616,7.677,175
tt4154756,Avengers: Infinity War,en,['US'],False,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",300000000,2052415039,2018-04-25,149,320.536,8.247,28830
tt14013772,Elevator Game,en,['US'],False,"[{'id': 27, 'name': 'Horror'}]",0,0,2023-07-12,94,319.342,4.613,53
tt4481414,Gifted,en,['US'],False,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7000000,40300000,2017-04-07,101,319.157,8.036,5206
tt1211837,Doctor Strange,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",180000000,676343174,2016-10-25,115,317.515,7.423,21542
tt0118929,Dark City,en,"['AU', 'US']",False,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",27000000,27200000,1998-02-27,112,316.502,7.323,2672
tt14230458,Poor Things,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",35000000,117193959,2023-12-07,142,315.868,7.788,3259
tt0033467,Citizen Kane,en,['US'],False,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",839727,23218000,1941-04-17,119,315.393,8.009,5291
tt15314262,The Beekeeper,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",35000000,151417661,2024-01-08,105,315.332,7.438,2229
tt1469304,Baywatch,en,['US'],False,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",69000000,177900000,2017-05-25,116,314.003,6.091,7791
tt23789884,Hachiko,zh,['CN'],False,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",0,42423217,2023-03-31,124,313.494,7.5,20
tt9466114,The Idea of You,en,['US'],False,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",0,0,2024-05-02,116,313.468,7.536,166
tt28943278,Heart of the Hunter,en,['ZA'],False,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0,0,2024-03-28,108,310.022,5.9,79
tt9288740,Dear David,en,['US'],False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",0,0,2023-10-13,94,310.006,4.264,36
tt5463162,Deadpool 2,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",110000000,785896632,2018-05-10,120,306.996,7.487,17025
tt1502407,Halloween,en,['US'],False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10000000,259900000,2018-10-18,106,302.196,6.553,4517
tt0092563,Angel Heart,en,['US'],False,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",17000000,17200000,1987-03-06,113,301.259,7.1,1444
tt1477834,Aquaman,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",160000000,1152028393,2018-12-07,143,297.452,6.9,13653
tt0134057,The Raffle,it,['IT'],False,"[{'id': 18, 'name': 'Drama'}]",0,0,1991-11-15,93,297.189,6.7,136
tt0448115,Shazam!,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",80000000,367799011,2019-03-29,132,295.724,7.017,9188
tt11304740,Wish,en,['US'],False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",175000000,251720820,2023-11-13,95,295.203,6.464,1154
tt0356634,Garfield,en,['US'],False,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",50000000,200800000,2004-06-10,80,295.017,5.696,3818
tt10671440,Blade,en,['US'],False,"[{'id': 14, 'name': 'Fantasy'}]",0,0,2025-11-05,0,294.884,0.0,0
tt3890160,Baby Driver,en,['GB'],False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",34000000,226945087,2017-06-28,113,291.036,7.449,15162
tt1137450,Death Wish,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",30000000,34017028,2018-03-02,107,291.024,6.2,2462
tt0490215,Silence,en,"['US', 'MX', 'TW']",False,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",46000000,23700000,2016-12-22,161,290.061,7.126,2952
tt27489557,Abigail,en,['US'],False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",28000000,28536335,2024-04-18,109,269.968,6.878,86
tt1137450,Death Wish,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",30000000,34017028,2018-03-02,107,291.024,6.2,2462
tt10671440,Blade,en,['US'],False,"[{'id': 14, 'name': 'Fantasy'}]",0,0,2025-11-05,0,294.884,0.0,0
tt10994712,Sri Asih,id,['ID'],False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",1242172,4577403,2022-11-17,134,270.35,6.185,84
tt5439796,Logan Lucky,en,['US'],False,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",29000000,48453605,2017-08-17,118,287.26,6.731,3356
tt0083767,Creepshow,en,['US'],False,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",8000000,21028755,1982-11-10,120,285.858,6.93,958
tt3450958,War for the Planet of the Apes,en,"['US', 'CA']",False,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",150000000,490700000,2017-07-11,140,248.961,7.176,8422
tt4255304,The Void,en,['CA'],False,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",0,151042,2016-09-22,90,279.393,5.939,1156
tt3890160,Baby Driver,en,['GB'],False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",34000000,226945087,2017-06-28,113,291.036,7.449,15162
tt1823672,Chappie,en,['US'],False,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",49000000,104399548,2015-03-04,120,252.681,6.8,7675
tt0448115,Shazam!,en,['US'],False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",80000000,367799011,2019-03-29,132,295.724,7.017,9188
tt1270797,Venom,en,['US'],False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",116000000,856085151,2018-09-28,112,284.729,6.827,15289
tt0092005,Stand by Me,en,['US'],False,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",8000000,52300000,1986-08-08,89,271.314,7.852,5611
